gvkey,fyear,datadate,conm,fic,cik,ein
16171,1990,19901231,UIF-UNION IMMOBILIERE FRANCE,FRA,NA,
16172,1990,19901231,SIMCO,FRA,NA,
16174,1990,19901231,ASSITALIA-LE ASSIC D'ITALIA,ITA,NA,
16177,1990,19901231,SEFIMEG,FRA,NA,
16179,1990,19900930,SYCOM PROPERTY FUND,ZAF,NA,
16180,1990,19901231,YIT-KIINTEISTOT OY,FIN,NA,
16181,1989,19900331,ANGLO AMERICAN PROP LTD,ZAF,NA,
16183,1990,19901031,GROWTHPOINT PROPERTIES LTD,ZAF,NA,
16184,1990,19901231,BANCO DE ANDALUCIA,ESP,NA,
16189,1990,19900630,STOCKLAND,AUS,NA,
16190,1990,19900930,TAMBOTI PROPERTY FUND,ZAF,NA,
16197,1990,19901231,BANK IN LANGENTHAL,CHE,NA,
16198,1990,19901231,BANCO FOMENTO,ESP,NA,
16200,1996,19961231,BANK LINTH LLB AG,CHE,NA,
16201,1990,19901231,BANSALIBER,ESP,NA,
16202,1990,19900930,BARPROP LTD,ZAF,NA,
16204,1990,19901231,CETELEM,FRA,NA,
16205,1990,19910331,CBD PROPERTY FUND,ZAF,NA,
16207,1990,19901231,CASTRUM OY,FIN,NA,
16211,1990,19901231,BRIOSCHI SVILUP IMMOBILIARE,ITA,NA,
16212,1989,19900331,BPT PLC,GBR,NA,
16213,1990,19901231,BONIFICHE SIELE,ITA,NA,
16214,1989,19900331,BNZ FINANCE LTD,NZL,NA,
16215,1990,19901231,BERNER KANTONALBANK,CHE,NA,
16216,1990,19910430,BERNER VERSICHERUNG,CHE,NA,
16218,1990,19901231,BANCO COMERCIAL TRANSATLANT,ESP,NA,
16219,1990,19901231,CIE D'INVES FRANCAIS IMMOBIL,FRA,NA,
16220,1990,19901231,CIE POUR LE DEVELOP DES TELE,FRA,NA,
16246,1990,19900930,DWYER ESTATES PLC,GBR,NA,
16248,1990,19901231,CUSTOS AB,SWE,NA,
16253,1990,19901231,FEDSURE HOLDINGS LTD,ZAF,NA,
16255,1990,19901231,AZEO,FRA,NA,
16256,1989,19900131,MEDICAL INVESTMNT TRUST,FIN,NA,
16257,1990,19900630,NATIONAL SELECTIONS,ZAF,NA,
16258,1990,19901231,NATIONAL SUISSE,CHE,NA,
16260,1990,19901231,CPR GESTION,FRA,NA,
16261,1990,19910331,PIONEER PROPERTY FUND,ZAF,NA,
16262,1990,19901231,PIRELLI & CO,ITA,NA,
16263,1990,19901231,POWER CORPN,IRL,NA,
16264,1990,19901231,PROVENTUS AB,SWE,NA,
16267,1992,19921231,LEONARDO SPA,ITA,1674928,
16272,1990,19901231,FINREX FINANZIARIA IMM,ITA,NA,
16274,1990,19901231,FIRS ITALIANA DI ASSIC,ITA,NA,
16275,1990,19901231,CREDIT BAIL POUR LES TELECOM,FRA,NA,
16276,1990,19901231,CREDIT UNIVERSEL,FRA,NA,
16277,1990,19901231,IFG GROUP PLC,IRL,NA,
16278,1990,19900630,COUNTRYWIDE BANKING CORP,NZL,NA,
16281,1990,19901231,MAPFRE,ESP,NA,
16285,1990,19901231,ENTENIAL,FRA,NA,
16289,1990,19901231,COFIDE-CO FINANZ DE BENEDETT,ITA,NA,
16290,1990,19900630,SOPAF SPA,ITA,NA,
16291,1990,19901231,FOUNTAINHEAD PROPERTY TRUST,ZAF,NA,
16296,1993,19931231,BANCA FINNAT EURAMERICA SPA,ITA,NA,
16297,1990,19901231,COMPAGNIE FONCIERE,FRA,NA,
16299,1990,19901231,LATOUR INVESTMENT AB,SWE,NA,
16300,1990,19900630,GAIC SPA  -ORD,ITA,NA,
16301,1990,19901231,TOKYO TATEMONO CO LTD,JPN,NA,
16303,1989,19900228,TOMKOR LTD,ZAF,NA,
16305,1989,19900331,ABSA GROUP LTD,ZAF,1064772,
16307,1990,19901231,UNION EUROPEA DE INVERSIONES,ESP,NA,
16308,1991,19911231,URBIS-INMOBILIARIA SA,ESP,NA,
16310,1990,19901231,VP BANK AG,LIE,NA,
16311,1990,19901231,WATES CITY OF LONDON PPTYS,GBR,NA,
16312,1990,19901231,WOODCHESTER INV PLC,IRL,NA,
16313,1990,19900630,GEMINA,ITA,NA,
16314,1990,19901231,FIRST INTL TRUST,ZAF,NA,
16316,1990,19901231,GREEN PROPERTY PLC,IRL,NA,
16320,1990,19901231,SOC DES IMMEUBLES DE FR,FRA,NA,
16321,1990,19901231,SIIC DE PARIS,FRA,NA,
16323,1990,19900930,IMMOBILIERE MARSEILLAISE,FRA,NA,
16326,1990,19900630,INDUSTRIAL SELECTIONS LTD,ZAF,NA,
16327,1990,19901231,INDEPENDENT AB,SWE,NA,
16330,1990,19900630,LOCAT SPA,ITA,NA,
16331,1989,19900331,EXOR SPA,ITA,NA,
16332,1996,19961231,ITALMOBILIARE SPA,ITA,NA,
16334,1990,19901231,JARDINE STRATEGIC HLDGS LTD,BMU,879875,
16335,1989,19900331,TRANS TASMAN PROPERTIES LTD,NZL,NA,
16336,1989,19900331,L KAKUEI CORP,JPN,NA,
16337,1990,19901231,LATINA DI ASSICURAZIONI,ITA,NA,
16339,1992,19921231,LUZERNER REGIOBANK,CHE,NA,
16340,1992,19921231,SHORTLAND PROPERTIES,NZL,NA,
16343,1990,19901231,GENERAL DE INVERSIONES,ESP,NA,
16346,1990,19901231,METROVACESA SA,ESP,NA,
16347,1990,19900930,MITTEL SOCIETA INDUSTR SPA,ITA,NA,
16348,1990,19901231,INTESA SANPAOLO SPA,ITA,1374384,
16349,1990,19901231,HELVETIA HOLDING AG,CHE,NA,
16350,1990,19901231,ARCTOS CAPITAL OYJ,FIN,NA,
16352,1990,19901231,ORESUND INVESTMENT,SWE,NA,
16355,1990,19900630,PANGBOURNE PPTYS LTD,ZAF,NA,
16356,1999,19991231,HYPROP INVESTMENTS,ZAF,NA,
16360,1990,19900930,RMS PROPERTY HOLDINGS LTD,ZAF,NA,
16362,1990,19901231,SILIC SA,FRA,NA,
16364,1994,19941231,ZARARA ENERGY LTD,ZAF,NA,
16365,1990,19901231,BANK SARASIN & CIE AG,CHE,NA,
16368,1990,19901231,SERFI,ITA,NA,
16372,1990,19901231,SOFAL,FRA,NA,
16375,1990,19901231,JULIUS TALLBERG-KIINTEI,FIN,NA,
16377,1990,19901231,SAS SVERIGE AB,SWE,NA,
16380,1990,19901231,NORVESTIA OY AB,FIN,NA,
16382,1990,19900630,PARMALAT FINANZIARIA SPA,ITA,NA,
16383,1990,19901231,UNIBAIL RODAMCO WE,FRA,1453932,
16385,1990,19901231,ALLIANZ SUBALPINA SPA,ITA,NA,
16386,1990,19901231,VITTORIA ASSICURAZIONI,ITA,NA,
16388,1990,19901231,LOCINDUS,FRA,NA,
16390,1990,19901231,LA PREVIDENTE,ITA,NA,
16392,1989,19900331,MIZUHO INVESTORS SEC CO LTD,JPN,NA,
16393,1990,19901231,INTERAVANTI OY,FIN,NA,
16397,1990,19901231,BANCA FIDEURAM SPA,ITA,NA,
16398,1990,19901231,CITYCON OYJ,FIN,NA,
16399,1989,19900331,HITACHI CAPITAL CORP,JPN,NA,
16400,1990,19901231,CHRISTIANIA BANK-KREDIT,NOR,NA,
16403,1996,19961130,STOLT NIELSEN LTD,BMU,1458660,
16436,1989,19900331,CABLE & WIRELESS COMM PLC,GBR,854088,
16443,1990,19900831,GENCOR,ZAF,NA,
16446,1990,19901231,RESTART SIIQ,ITA,NA,
16447,1990,19901231,AGEAS SA/NV,BEL,878349,
16450,1990,19901231,WESTFIELD TRUST,AUS,NA,
16538,1990,19901231,CATHAY PACIFIC AIRWAYS LTD,HKG,801135,
16560,2005,20051231,ALUMINA LTD,AUS,857071,
16590,1990,19901231,POWER ASSETS HOLDINGS LTD,HKG,946432,
16591,1994,19940630,HOPEWELL HOLDINGS LTD,HKG,810927,
16595,1994,19940630,EVANDER GOLD MINES LTD,ZAF,NA,
16602,2011,20110630,IQNOVATE LTD,AUS,NA,
16603,1990,19901231,NESTLE SA/AG,CHE,800921,
16610,1995,19950630,ANGLO AMERICAN PLATINUM LTD,ZAF,945360,
16621,1989,19900331,WHARF HOLDINGS LTD (THE),HKG,901684,
16622,1995,19950630,WINKELHAAK MINES LTD,ZAF,NA,
17287,2010,20100630,SIBANYE-STILLWATER LIMITED,ZAF,1561694,
17315,1990,19900630,AFRICAN RAINBOW MINERALS LTD,ZAF,NA,
17346,1990,19901231,ABB AB,SWE,799368,
17404,1989,19900331,ASSOCIATED BRITISH FOODS PLC,GBR,1446443,
17412,1990,19901231,BERGESEN DY A/S,NOR,NA,
17413,1996,19961231,ASTEC (BSR) PLC,GBR,NA,
17417,1990,19900630,BOUSTEAD HOLDINGS BHD,MYS,NA,
17420,1990,19901231,ATLAS COPCO AB,SWE,748954,
17436,1990,19901231,BASF SE,DEU,1717557,
17452,1990,19901231,DANONE SA,FRA,1048515,
17453,1990,19901231,BTR PLC,GBR,NA,
17525,1990,19900630,ORIGIN ENERGY LTD,AUS,845033,
17535,1997,19971231,RIO TINTO LTD,AUS,887028,
17542,1990,19900930,CSK CORP,JPN,800136,
17544,1989,19900331,CSR LTD,AUS,928329,
17611,1990,19901231,BURMAH CASTROL PLC,GBR,800093,
17629,1990,19900630,BURNS PHILP & CO LTD,AUS,NA,
17644,1990,19900831,ARCADIA GROUP PLC,GBR,NA,
17703,1989,19900331,CASIO COMPUTER CO LTD,JPN,NA,
17744,1990,19901231,CENTRAL PACIFIC MINERALS NL,AUS,800115,
17774,1990,19901231,COMALCO LTD,AUS,NA,
17827,1989,19900331,DAI NIPPON PRINTING CO LTD,JPN,1714681,
17828,1990,19901231,DAIMLER AG,DEU,1067318,
17830,1989,19900331,DAIWA HOUSE INDUSTRY CO,JPN,931658,
17887,1989,19900331,CHLORIDE GROUP PLC,GBR,NA,
17891,1990,19901231,CHRISTIES INTERNATIONAL PLC,GBR,NA,
17947,1990,19900630,GOLD FIELDS LTD,ZAF,1172724,
18014,1990,19901231,ESSELTE AB,SWE,NA,
18366,1990,19901231,FISONS PLC,GBR,748950,
18369,1995,19950630,TENON LTD,NZL,905424,
18375,1995,19950630,FLETCHER CHALLENGE PAPER,NZL,NA,
18378,1990,19900630,FLETCHER CHALLENGE LTD,NZL,806932,
18461,1989,19900331,FREE STATE CONSOL GOLD MINES,ZAF,110306,
18466,1989,19900331,SUBARU CORP,JPN,800364,
18467,1989,19900331,FUJITSU LTD,JPN,39341,
18472,1989,19900331,GRAND BANKS YACHTS LTD,SGP,NA,
18474,1990,19901231,GKN PLC,GBR,773956,
18526,1990,19901231,HONG KONG & CHINA GAS CO LTD,HKG,810039,
18529,1995,19951231,HOOGOVENS (KONINKLIJKE) NV,NLD,NA,
18570,1990,19900630,GOLD FIELDS SO AFRICA,ZAF,918664,
18597,1990,19900930,GRAND METROPOLITAN PLC,GBR,759492,
18636,1990,19901231,DIAGEO PLC,GBR,835403,
18649,1990,19900630,HANG LUNG GROUP LTD,HKG,NA,
18657,1996,19960630,HARTEBEESTFONTEIN GOLD MININ,ZAF,NA,
18686,1990,19901231,HILLSDOWN HOLDINGS PLC,GBR,NA,
18687,1989,19900331,HITACHI CABLE LTD,JPN,NA,
18709,1989,19900331,KAJIMA CORP,JPN,1446660,
18711,1989,19900331,KANEBO LTD,JPN,NA,
18715,1989,19900331,KAO CORP,JPN,1274174,
18716,1989,19900331,KAWASAKI STEEL CORP,JPN,896098,
18729,1990,19901231,KIRIN HOLDINGS CO LTD,JPN,800901,
18753,1990,19900930,KUALA LUMPUR KEPONG BHD,MYS,NA,
18754,1989,19900331,KUMAGAI GUMI CO LTD,JPN,NA,
18756,1990,19901231,ENI LASMO PLC,GBR,901517,
18766,1990,19901231,LADBROKES CORAL GROUP PLC,GBR,812206,
18811,1989,19900331,LONDON INTERNATIONAL GROUP,GBR,866385,
18860,1989,19900331,MARKS & SPENCER GROUP PLC,GBR,830412,
18877,1989,19900331,MEIJI SEIKA KAISHA LTD,JPN,NA,
18931,1990,19901031,ISUZU MOTORS LTD,JPN,763665,
18934,1990,19900630,SYMBION HEALTH LTD,AUS,1418167,
18957,1989,19900331,JAPAN AIRLINES CO LTD,JPN,800673,
19002,1990,19900930,MINEBEA MITSUMI INC,JPN,1695688,
19018,1990,19900630,KLOOF GOLD MINING CO LTD,ZAF,800898,
19043,1989,19900331,MITSUBISHI ELECTRIC CORP,JPN,773753,
19045,1989,19900331,MITSUBISHI CHEMICAL HLDGS CO,JPN,1460446,
19048,1989,19900228,MITSUKOSHI LTD,JPN,NA,
19083,1990,19900630,NEW WORLD DEVELOPMENT CO LTD,HKG,800928,
19097,1989,19900331,NKK CORP,JPN,NA,
19099,1989,19900331,NAGOYA RAILROAD CO LTD,JPN,NA,
19112,1990,19901231,DENSO CORP,JPN,1446598,
19113,1989,19900331,NISSAN MOTOR CO LTD,JPN,800937,
19115,1989,19900331,NSK LTD,JPN,354470,
19126,1990,19900630,NORTH LTD,AUS,NA,
19141,1989,19900331,OJI HOLDINGS CORP,JPN,NA,
19151,1990,19901231,TELECOM ITALIA SPA,ITA,948642,
19157,1989,19900331,OMRON CORP,JPN,800954,
19165,1989,19900228,ONWARD HOLDINGS CO LTD,JPN,NA,
19246,1990,19901231,PPB GROUP BHD,MYS,NA,
19251,1990,19900630,PETROZ NL,AUS,NA,
19271,1990,19900630,PIONEER INTERNATIONAL LTD,AUS,NA,
19312,1996,19960630,LEYSHON RESOURCES LTD,AUS,NA,
19332,1990,19900630,PELSART RESOURCES NL,AUS,351572,
19336,1990,19901231,P&O-PENIN & ORIENT STEAM NAV,GBR,NA,
19344,1989,19900331,SHISEIDO CO LTD,JPN,899118,
19348,1989,19900331,INVENSYS PLC,GBR,856363,
19349,1990,19900930,SIEMENS AG,DEU,1135644,
19358,1990,19900630,HOWARD SMITH LTD,AUS,NA,
19364,1990,19901231,ELF AQUITAINE SA,FRA,874807,
19380,1990,19901231,WING LUNG BANK LTD,HKG,NA,
19387,1990,19901231,LAGUNA RESOURCES NL,AUS,802127,
19413,1989,19900331,SUMITOMO ELECTRIC INDS LTD,JPN,95227,
19414,1989,19900331,SUMITOMO METAL INDS LTD,JPN,NA,
19421,1990,19900630,SUN HUNG KAI PROPERTIES LTD,HKG,819951,
19435,1990,19901231,POLYGRAM NV,NLD,823197,
19445,1999,19990630,PEARL HEALTHCARE LTD,AUS,NA,
19449,1990,19901231,TI GROUP PLC,GBR,NA,
19457,1989,19900331,TAIYO YUDEN CO LTD,JPN,NA,
19540,1990,19901231,TELECOM ITALIA SPA,ITA,NA,
19565,1990,19901231,RIO TINTO GROUP,GBR,863064,
19566,1990,19901231,WILLIS CORROON GROUP PLC,GBR,867200,
19579,1989,19900331,SAINSBURY (J) PLC,GBR,800857,
19589,1990,19900630,SAMANCOR LTD,ZAF,NA,
19591,1990,19901231,SANDVIK AB,SWE,809097,
19595,1989,19900331,RACAL ELECTRONICS PLC,GBR,839466,
19613,1990,19901031,RANK GROUP PLC,GBR,1026291,
19625,1991,19911231,TELMEX-TELEFONOS DE MEXICO,MEX,866213,
19626,1990,19901231,TELEVISION BROADCASTS LTD,HKG,NA,
19641,1989,19900331,EMI GROUP PLC,GBR,NA,
19642,1990,19900930,THYSSEN AG,DEU,NA,
19644,1995,19960430,CENTRAL TRANSPORT RENTAL PLC,GBR,878350,
19646,1989,19900331,TOKYU FUDOSAN HOLDINGS CORP,JPN,NA,
19656,1989,19900331,TOTO LTD,JPN,NA,
19661,1990,19900630,TOYOTA MOTOR CORP,JPN,1094517,
19666,1990,19901231,TDG PLC,GBR,NA,
19731,1990,19900630,ORBITAL CORP LTD,AUS,880419,
19739,1989,19900131,SEARS PLC,GBR,NA,
19741,1989,19900331,SECOM CO LTD,JPN,1446425,
19774,1990,19901231,SEMBCORP INDUSTRIES LTD,SGP,NA,
19799,1990,19901231,UOL GROUP LTD,SGP,NA,
19824,1990,19901231,ANGLOGOLD ASHANTI LTD,ZAF,1067428,
19846,1989,19900331,JVCKENWOOD CORP,JPN,NA,
19904,1989,19900228,WHITBREAD PLC,GBR,1719680,
19934,1990,19901231,YAMAZAKI BAKING CO LTD,JPN,NA,
20067,1990,19900930,INTERCONTINENTAL HOTELS GRP,GBR,858446,
20145,1989,19900331,FURUKAWA ELECTRIC CO LTD,JPN,NA,
20161,1989,19900331,TAIHEIYO CEMENT CORP,JPN,NA,
20196,1993,19931231,LUXOTTICA GROUP SPA,ITA,857471,
20291,2001,20020331,LAZARD WORLD TRUST FUND SICA,LUX,NA,
20421,1990,19900630,FOSTER'S GROUP LTD,AUS,824811,
21382,1990,19901231,SANTANDER UK PLC,GBR,1087711,
21383,1990,19900630,HANG LUNG PROPERTIES LTD,HKG,1753562,
21385,1990,19901231,ARAMAYO COMPAGNIE,CHE,NA,
21386,1989,19900331,ASHIKAGA FINANCIAL GROUP INC,JPN,NA,
21387,1990,19901231,ATTIVITA INVEST PROMOZ IMMOB,ITA,NA,
21388,1990,19901231,RTL GROUP,LUX,NA,
21390,1989,19900331,BANK OF KYOTO LTD,JPN,NA,
21391,1990,19901231,BANQUE INTL A LUXEMBOURG,LUX,NA,
21392,1990,19901231,BANQUE VAUD DE CREDIT,CHE,NA,
21395,1990,19900630,AUSTRALIAN CONSOL INVST,AUS,NA,
21396,1990,19900930,ATLAS PROPERTIES LTD,ZAF,NA,
21397,1990,19900930,BRADSTOCK GROUP PLC,GBR,NA,
21399,1989,19900228,CAMBRIDGE GROUP,GBR,NA,
21400,1989,19900228,CLF YEOMAN,IRL,NA,
21401,1990,19901231,CORP FINANC REUNIDA  -OLD,ESP,NA,
21403,1990,19901231,CORP FINANCIERA ALBA,ESP,NA,
21406,1989,19900331,CAPITAL LEASING,IRL,NA,
21408,1990,19901231,GROUPE BRUXELLES LAMBERT,BEL,NA,
21409,1990,19901231,FBD HOLDINGS,IRL,NA,
21411,1990,19901231,FRANCE SA,FRA,NA,
21412,1990,19901231,GROUP BRUXELLES LAMBERT -OLD,BEL,NA,
21415,1990,19901231,INTERBANK OSAKEPANKKI,FIN,NA,
21416,1989,19900331,INTERSHOP HOLDING AG,CHE,NA,
21417,1989,19900331,JACCS CO LTD,JPN,NA,
21419,1989,19900331,KOA FIRE & MARINE INSURANCE,JPN,NA,
21443,1989,19900331,PMC-PAN MALAYSIA CORP BHD,MYS,NA,
21445,1990,19900930,PWS HOLDINGS PLC,GBR,NA,
21447,1990,19901231,POHJOLA BANK PLC,FIN,NA,
21448,1990,19901231,NOBISCUM,FIN,NA,
21455,1996,19961231,MALAYAN UTD INDS BHD,MYS,NA,
21456,1990,19901130,LAFARGE MALAYSIA BHD,MYS,NA,
21457,1990,19900630,MAI PLC,GBR,NA,
21458,1990,19900930,M & G GROUP PLC,GBR,NA,
21461,1990,19901231,LOCAFRANCE,FRA,NA,
21464,1990,19901231,REA BROTHERS GROUP PLC,GBR,NA,
21467,1990,19901231,ZURICH INS CO SOUTH AFRICA,ZAF,NA,
21472,1991,19920331,AMP DIVERSIFIED PROPERTY TR,AUS,NA,
21474,1990,19901231,SINGER & FRIEDLANDER GROUP,GBR,NA,
21475,1990,19901231,SOUTHVAAL HOLDINGS,ZAF,NA,
21476,1990,19901231,STEEL BURRILL JONES GRP PLC,GBR,NA,
21477,1990,19901231,TRADE INDEMNITY GROUP,GBR,NA,
21478,1990,19901231,UFB LOCABAIL,FRA,NA,
21479,1990,19901231,UNIGESTION SA,CHE,NA,
21480,1990,19901231,UNITED FRIENDLY GROUP,GBR,NA,
21481,1989,19900331,VONTOBEL HOLDING AG,CHE,NA,
21482,1989,19900331,WINTRUST PLC,GBR,NA,
21531,1990,19901231,BANQUE PARIBAS SUISSE SA,CHE,NA,
21573,1995,19951231,ROBOGROUP TEK LTD,ISR,743399,
21631,1991,19911231,GRUPO SIDEK SA DE CV,MEX,856364,
22333,1990,19901231,HAMBORNER REIT AG,DEU,NA,
22334,1990,19901231,PEARL GROUP PLC,GBR,NA,
22336,1989,19900331,CREDIT SAISON CO LTD,JPN,NA,
22410,2011,20111231,INDIVIOR PLC,GBR,1625297,
22522,1989,19900331,HACHIJUNI BANK,JPN,NA,
22821,1994,19941231,TELEFONICA CHILE SA,CHL,863614,
23025,1996,19961231,ESPIRITO SANTO FINANCIAL GRP,LUX,906522,
23087,1990,19901231,BALOISE HOLDING,CHE,1438847,
23121,1990,19901231,FABEGE AB,SWE,NA,
23155,1989,19900331,HOCHIKI CORP,JPN,NA,
23200,1990,19901231,CAPITAL PROPERTY FUND,ZAF,NA,
23201,1990,19901231,CENTRECITY PROPERTY FUND,ZAF,NA,
23202,1990,19900930,ELECTRA PRIVATE EQUITY PLC,GBR,NA,
23204,1989,19900131,MERCHANTS TRUST PLC,GBR,NA,
23205,1990,19900630,SANLAND PROPERTY TRUST,ZAF,NA,
23206,1989,19900531,HENDERSON SMALLER COS INV TR,GBR,NA,
23207,1990,19901231,WITAN INVESTMENT TRUST PLC,GBR,NA,
23210,1990,19901231,TESTA INMUEBLES EN RENTA SA,ESP,NA,
23213,1990,19901231,OESTGOETA ENSKILDA BANK,SWE,NA,
23215,1989,19900331,TOWA REAL ESTATE DEVELOPMENT,JPN,NA,
23216,1989,19900331,WELKOM GOLD HLDGS LTD,ZAF,NA,
23274,1990,19901231,GENERALI FRANCE ASSURANCES,FRA,NA,
23290,1996,19961231,STRAUSS GROUP LTD,ISR,NA,
23425,1990,19901231,GULF RESOURCE PACIFIC,NZL,NA,
23428,1989,19900131,EXOR SA,LUX,NA,
23429,1990,19901231,FONDO ASSICUR TRA AGRICULTUR,ITA,NA,
23431,1990,19900630,GENBEL SOUTH AFRICA LTD,ZAF,NA,
23438,1989,19900331,MITSUBISHI UFJ SEC,JPN,NA,
23439,1998,19981231,CDL INVESTMENTS NEW ZEALAND,NZL,NA,
23442,1996,19961231,MINORCO SA,LUX,801693,
23443,1990,19901231,NOBEL COMPAGNIE FINANCIERE,FRA,NA,
23445,1990,19901231,PARGESA HOLDING SA,CHE,NA,
23446,1990,19901231,RENTURA AG,CHE,NA,
23447,1990,19901231,PIREN AB,SWE,NA,
23448,1989,19900331,VENFIN LTD,ZAF,NA,
23451,1989,19900331,SOTETSU HOLDINGS INC,JPN,NA,
23452,1990,19900630,SASEA HOLDING,CHE,NA,
23454,1990,19901231,SOFRAGI,FRA,NA,
23455,1990,19901231,SPS-SOC PLCMNTS SELECTIONNES,FRA,NA,
23456,2005,20051231,UBM DEVELOPMENT AG,AUT,NA,
23460,1990,19901231,IMMOBILIARE METANOPOLI,ITA,NA,
23470,1990,19901231,TRYGG-HANSA SPP HLDG AB,SWE,NA,
23482,1995,19951231,SYNKRO SA DE CV,MEX,NA,
23483,1997,19971231,INTL DE CERAMICA SA DE CV,MEX,1127800,
23489,1997,19971231,ISRAEL LAND DEVELOPMENT CO,ISR,868612,
23507,1990,19901231,BGB STOCKHOLM AB,SWE,NA,
23508,1990,19901231,RUBIS & CIE,FRA,NA,
23511,1990,19901231,REGNBAGEN FASTIGHETS,SWE,NA,
23566,1990,19901231,GENERAL PARTNERS IMMOBIL AG,AUT,NA,
23578,1990,19910331,COMPASS PROPERTY HOLDINGS,ZAF,NA,
23586,1990,19901231,CIR-COMPAGNIE INDUSTR,ITA,NA,
23595,1990,19901231,UNIQA INSURANCE GROUP AG,AUT,NA,
23610,1990,19901231,HILAB AB,SWE,NA,
23611,1990,19901231,COFIFAP,FRA,NA,
23654,1990,19901231,KLOVERN FORVALTNINGS,SWE,NA,
23667,1990,19901231,KONINKLIJKE AHOLD DELHAIZE,NLD,854499,
23671,1990,19901231,NOKIA CORP,FIN,924613,
23681,1995,19950630,SENEX ENERGY LTD,AUS,NA,
23711,1989,19900331,YAMANASHI CHUO BANK,JPN,NA,
23796,1990,19901231,CHESTERFIELD PROPERTIES PLC,GBR,NA,
23797,1989,19900331,DAEJAN HOLDINGS PLC,GBR,NA,
23815,1997,19970930,DUIKER MINING LTD,ZAF,NA,
23848,1996,19961231,BANCO COMERCIAL PORTUGUES SA,PRT,876842,
23855,1996,19961231,GLENCAR MINING PLC,IRL,NA,
23867,1989,19900331,HOKKAIDO BANK,JPN,NA,
23878,1989,19900331,ANGLO AM INV TRUST,ZAF,NA,
23896,1989,19900531,ADVANCE BANK AUSTRALIA,AUS,NA,
23899,1990,19900630,ALMANIJ NV,BEL,NA,
23900,1989,19900331,FUKUOKA FINANCIAL GROUP INC,JPN,NA,
23902,1989,19900331,CHUGOKU BANK LTD,JPN,NA,
23903,1990,19901231,CODAN GROUP LTD,DNK,NA,
23904,1990,19901231,HSBC FRANCE,FRA,NA,
23905,1989,19900331,FUKUOKA CITY BANK LTD,JPN,NA,
23907,1989,19900331,HYOGO BANK,JPN,NA,
23908,2006,20061231,IMMOBILIERE DE BELGIQUE,BEL,NA,
23909,1989,19900331,NISHI-NIPPON FINANCIAL HOLD,JPN,NA,
23910,1990,19901231,OFP-OMNIUM FINAN PARIS,FRA,NA,
23912,1989,19900331,SANYO SECURITIES,JPN,NA,
23913,1989,19900331,ST JAMES PLACE,GBR,NA,
23914,1989,19900331,TOKYO SOWA BANK,JPN,NA,
23915,1990,19901231,UNION DES ASSUR PARIS,FRA,NA,
23917,1990,19901231,WERELDHAVE NV,NLD,NA,
23999,1996,19960630,SAMSON OIL & GAS LTD,AUS,1404079,
24015,1990,19901231,CERUS CIE EUROPENNE REUNIS,FRA,NA,
24016,1991,19911231,CHINESE ESTATES HOLDINGS LTD,BMU,NA,
24017,1990,19901231,INNOVEST NV,NLD,NA,
24052,1990,19901231,ASSURANCE GEN DE FRANCE,FRA,NA,
24055,1989,19900331,KEIYO BANK,JPN,NA,
24056,1996,19961231,SOFINA SA,BEL,NA,
24057,1989,19900331,TOHO BANK,JPN,NA,
24072,1990,19900630,SOCIETE INTL PIRELLI,CHE,NA,
24207,1989,19900331,KYUSHU FINANCIAL GROUP INC,JPN,NA,
24208,1994,19950331,DAIWA LEASE CO LTD,JPN,NA,
24286,1996,19960630,AXXIS TECHNOLOGY GROUP LTD,AUS,NA,
24298,1990,19901231,EVERGRO INTL HLDGS,BMU,NA,
24301,1991,19911231,IFIL INVESTMENTS SPA,ITA,NA,
24332,1990,19901231,F&C INVESTMENT TRUST PLC,GBR,NA,
24433,1994,19940630,ASTRO RESOURCES NL,AUS,NA,
24446,1991,19910831,OCTODEC INVESTMENTS LTD,ZAF,NA,
24454,1990,19901231,MEDEVA PLC,GBR,873613,
24512,1990,19900630,COMMONWEALTH BANK AUSTRALIA,AUS,8565,
24518,1990,19901231,IRISH LIFE PLC,IRL,NA,
24560,1990,19901231,SIFAB FASTIGHETS AB,SWE,NA,
24562,1990,19901231,BAYERISCHE LANDES GIR,DEU,NA,
24563,1990,19901231,CREDIT AGRICOLE SA,FRA,NA,
24564,1990,19901231,BANCA POPOLARE DI MILANO,ITA,NA,
24565,1990,19901231,BANCA POPOLARE DI NOVARA,ITA,NA,
24566,1989,19900331,CHUO MITSUI TRUST & BANKING,JPN,NA,
24567,1990,19901231,CIC (CREDIT INDUSTRIEL COMM),FRA,NA,
24568,1990,19901231,DEUTSCHE SIEDLUNGS LAND,DEU,NA,
24569,1989,19900331,HYAKUJUSHI BANK,JPN,NA,
24570,1989,19900331,JUROKU BANK,JPN,NA,
24571,1989,19900331,NANTO BANK,JPN,NA,
24572,1989,19900331,NIPPON TRUST BANK,JPN,NA,
24573,1989,19900331,YAMAGUCHI FINANCIAL GROUP IN,JPN,NA,
24575,1990,19901231,SWISSCANTO REAL ESTATE FD,CHE,NA,
24577,1990,19901231,WESTDEUTSCHE LANDESBANK,DEU,NA,
24578,1990,19901231,SWEDBANK AB,SWE,1699973,
24579,1990,19901231,LANDESBANK BADEN-WURTTEMBERG,DEU,878519,
24580,1989,19900331,SHOKO CHUKIN BANK,JPN,NA,
24582,1989,19900331,NORINCHUKIN BANK,JPN,NA,
